File,Total Time (s),Max Speed (units/s),Average Speed (units/s),Avg Speed While Moving (units/s),Displacement (units),Time Moving (s),Percent Time Moving
session_BI24253201T1.csv,121.282,110.51373288539232,25.97838220875233,25.985536816906766,9.252331706116001,121.24799999999999,99.97196616150788
